N-gram turi;N-gram;Chastota
Bigram;chiqdik gaplashib;1
Bigram;gaplashib yurib;1
Bigram;yurib dengiz;1
Bigram;tomonga ketdik;1
Bigram;ketdik sening;1
Bigram;sening bir;1
Bigram;bir darding;1
Bigram;darding bor;1
Bigram;farida hech;1
Bigram;hech gapirmaysan;1
Bigram;gapirmaysan dedi;1
Bigram;oz ikkilanib;1
Bigram;ikkilanib turganimdan;1
Bigram;song kunduzi;1
Bigram;kunduzi aytgan;1
Bigram;aytgan behuda;1
Bigram;behuda gapingni;1
Bigram;gapingni hech;1
Bigram;hech miyamdan;1
Bigram;miyamdan chiqara;1
Bigram;chiqara olmayapman;1
Bigram;olmayapman konglim;1
Bigram;konglim xijil;1
Bigram;xijil deb;1
Bigram;berdim mujgon;1
Bigram;mujgon shoshib;1
Bigram;shoshib soradi;1
Bigram;soradi nima;1
Bigram;nima devdim;1
Bigram;devdim men;1
Bigram;emasmanku deding;1
Bigram;deding mujgon;1
Bigram;mujgon yumshoqqina;1
Bigram;yumshoqqina kuldi;1
Bigram;kuldi ana;1
Bigram;ana xolos;1
Bigram;xolos senga;1
Bigram;senga nima;1
Bigram;nima kuygulik;1
Bigram;kuygulik men;1
Bigram;men mujgonning;1
Bigram;mujgonning qollarini;1
Bigram;qollarini ushladim;1
Bigram;ushladim kozlarimni;1
Bigram;kozlarimni jovdiratib;1
Bigram;jovdiratib mungli;1
Bigram;mungli tovush;1
Bigram;nima sen;1
Bigram;sen xunukmisan;1
Bigram;xunukmisan opa;1
Bigram;kuldi meni;1
Bigram;meni erkalab;1
Bigram;erkalab betimga;1
Bigram;betimga asta;1
Bigram;asta shapati;1
Bigram;shapati urdi;1
Bigram;urdi xunuk;1
Bigram;xunuk ham;1
Bigram;ham emasman;1
Bigram;emasman chiroyli;1
Bigram;chiroyli ham;1
Bigram;ham ortachaman;1
Bigram;ortachaman deyayinu;1
Bigram;deyayinu shu;1
Bigram;bilan gapni;1
Bigram;gapni tamom;1
Bigram;tamom qilaylik;1
Bigram;qilaylik senga;1
Bigram;senga kelsak;1
Bigram;kelsak bilasanmi;1
Bigram;bilasanmi yoshing;1
Bigram;yoshing osgan;1
Bigram;osgan sari;1
Bigram;sari odamning;1
Bigram;odamning hushini;1
Bigram;hushini oladigan;1
Bigram;oladigan darajada;1
Bigram;darajada ochilib;1
Bigram;ochilib boryapsan;1
Bigram;boryapsan qollarimni;1
Bigram;qollarimni mujgonning;1
Bigram;mujgonning elkasiga;1
Bigram;elkasiga qoydim;1
Bigram;qoydim uni;1
Bigram;uni opmoqchiday;1
Bigram;opmoqchiday burnimni;1
Bigram;burnimni burniga;1
Bigram;burniga taqab;1
Bigram;taqab meni;1
Bigram;ham ortacha;1
Bigram;ortacha deyayligu;1
Bigram;deyayligu shu;1
Bigram;bilan bu;1
Bigram;bu masalani;1
Bigram;masalani bitiraylik;1
Bigram;bitiraylik dedim;1
Bigram;dedim qiyalikning;1
Bigram;qiyalikning chetiga;1
Bigram;chetiga kelgan;1
Bigram;kelgan edik;1
Bigram;edik erdan;1
Bigram;erdan tosh;1
Bigram;tosh toplab;1
Bigram;toplab dengizga;1
Bigram;dengizga ota;1
Bigram;ham menga;1
Bigram;menga qoshildi;1
Bigram;qoshildi lekin;1
Bigram;lekin boyaqish;1
Bigram;boyaqish tosh;1
Bigram;tosh otishni;1
Bigram;otishni bilmasdi;1
Bigram;bilmasdi qolida;1
Bigram;qolida quvvati;1
Bigram;quvvati yoq;1
Bigram;men otgan;1
Bigram;otgan toshlar;1
Bigram;toshlar osmonda;1
Bigram;osmonda bir;1
Bigram;zumgina korinmay;1
Bigram;korinmay ketardida;1
Bigram;ketardida keyin;1
Bigram;keyin fosforday;1
Bigram;fosforday yaltirab;1
Bigram;yaltirab borib;1
Bigram;borib suvga;1
Bigram;suvga oqday;1
Bigram;otilib kirib;1
Bigram;kirib ketardi;1
Bigram;ketardi uniki;1
Bigram;uniki esa;1
Bigram;esa kulgili;1
Bigram;kulgili bir;1
Bigram;bir alfozda;1
Bigram;alfozda yumalab;1
Bigram;yumalab borib;1
Bigram;borib qirgoq;1
Bigram;qirgoq toshlariga;1
Bigram;toshlariga urilar;1
Bigram;urilar yoki;1
Bigram;yoki etakdagi;1
Bigram;etakdagi qumlarga;1
Bigram;qumlarga tushardi;1
Bigram;tushardi biz;1
Bigram;biz ichagimiz;1
Bigram;ichagimiz uzulguday;1
Bigram;uzulguday bolib;1
Bigram;bolib kular;1
Bigram;kular edik;1
Bigram;edik nima;1
Bigram;ham deysiz;1
Bigram;deysiz oy;1
Bigram;oy yogdusiga;1
Bigram;yogdusiga chomilgan;1
Bigram;chomilgan dengizning;1
Bigram;dengizning ikki;1
Bigram;ikki yosh;1
Bigram;yosh qizga;1
Bigram;qizga bagishlangan;1
Bigram;bagishlangan ilhomi;1
Bigram;ilhomi shugina;1
Bigram;shugina bolmasligi;1
Bigram;bolmasligi kerak;1
Bigram;nachora bir;1
Bigram;keyin mujgon;1
Bigram;mujgon charchab;1
Bigram;charchab kattakon;1
Bigram;kattakon toshga;1
Bigram;toshga otirdi;1
Bigram;ham turgan;1
Bigram;turgan erimga;1
Bigram;erimga chokkaladim;1
Bigram;chokkaladim mujgon;1
Bigram;mujgon maktabdoshlarim;1
Bigram;maktabdoshlarim togrisida;1
Bigram;togrisida har;1
Bigram;xil savollar;1
Bigram;savollar bera;1
Bigram;bera boshladi;1
Bigram;boshladi men;1
Bigram;ham mishel;1
Bigram;mishel togrisidagi;1
Bigram;togrisidagi bir;1
Bigram;necha voqeani;1
Bigram;voqeani aytib;1
Bigram;aytib berdim;1
Bigram;berdim keyin;1
Bigram;keyin tilimni;1
Bigram;tilimni tiyolmay;1
Bigram;tiyolmay oz;1
Bigram;oz uydirmalarimni;1
Bigram;uydirmalarimni aytishga;1
Bigram;aytishga kirishdim;1
Bigram;kirishdim buning;1
Bigram;buning nima;1
Bigram;edi ajabo;1
Bigram;ajabo mujgonga;1
Bigram;mujgonga shu;1
Bigram;shu narsalarni;1
Bigram;narsalarni aytib;1
Bigram;aytib berishga;1
Bigram;berishga meni;1
Bigram;meni majbur;1
Bigram;majbur qilgan;1
Bigram;qilgan narsa;1
Bigram;narsa shunchaki;1
Bigram;shunchaki bir;1
Bigram;bir shoxlik;1
Bigram;shoxlik ehtiyojigina;1
Bigram;ehtiyojigina edimi;1
Bigram;edimi qaydam;1
Bigram;qaydam noorin;1
Bigram;noorin ish;1
Bigram;ish qilayotganimni;1
Bigram;qilayotganimni sezib;1
Bigram;sezib tilimni;1
Bigram;tilimni shuncha;1
Bigram;shuncha tiyishga;1
Bigram;tiyishga urinsam;1
Bigram;urinsam ham;1
Bigram;hech epini;1
Bigram;epini qilolmay;1
Bigram;qilolmay sozlar;1
Bigram;sozlar edim;1
Bigram;edim mujgonga;1
Bigram;mujgonga aytib;1
Bigram;aytib bergan;1
Bigram;bergan narsalarim;1
Bigram;narsalarim dugonalarimni;1
Bigram;dugonalarimni bori;1
Bigram;bori ertagidagi;1
Bigram;ertagidagi singari;1
Bigram;singari qanday;1
Bigram;qanday aldaganim;1
Bigram;aldaganim hikoyasidan;1
Bigram;hikoyasidan iborat;1
Bigram;iborat edi;1
Bigram;u mahal;1
Bigram;mahal rol;1
Bigram;rol talabi;1
Bigram;talabi bilan;1
Bigram;bilan ozimni;1
Bigram;ozimni qayguli;1
Bigram;qayguli holga;1
Bigram;holga solardim;1
Bigram;solardim lekin;1
Bigram;safar bunga;1
Bigram;bunga majburiyat;1
Bigram;majburiyat bolmasa;1
Bigram;bolmasa ham;1
Bigram;ham nima;1
Bigram;uchundir yana;1
Bigram;yana ozimni;1
Bigram;ozimni qaygu;1
Bigram;qaygu ogushiga;1
Bigram;ogushiga tashladim;1
Bigram;tashladim ovozim;1
Bigram;ovozim astasekin;1
Bigram;astasekin mung;1
Bigram;mung olib;1
Bigram;olib boqishlarim;1
Bigram;boqishlarim telbalanib;1
Bigram;telbalanib bordi;1
Bigram;bordi mujgonning;1
Bigram;mujgonning yuziga;1
Bigram;yuziga qarashdan;1
Bigram;qarashdan qorqib;1
Bigram;qorqib kozlarimni;1
Bigram;kozlarimni olib;1
Bigram;olib qochar;1
Bigram;qochar edim;1
Bigram;edim uning;1
Bigram;uning goh;1
Bigram;goh etaklari;1
Bigram;etaklari yo;1
Bigram;yo tugmalarini;1
Bigram;tugmalarini oynar;1
Bigram;oynar goh;1
Bigram;goh boshimni;1
Bigram;boshimni tizzasiga;1
Bigram;tizzasiga qoyib;1
Bigram;qoyib nuqul;1
Bigram;nuqul dengizga;1
Bigram;dengizga uzoqlarga;1
Bigram;uzoqlarga tikilardim;1
Bigram;tikilardim hikoyamning;1
Bigram;hikoyamning qahramonini;1
Bigram;qahramonini avval;1
Bigram;avval mujgondan;1
Bigram;mujgondan yashirishga;1
Bigram;yashirishga tirishdimu;1
Bigram;tirishdimu keyincha;1
Bigram;keyincha buni;1
Bigram;buni ham;1
Bigram;ham ogzimdan;1
Bigram;ogzimdan chiqarib;1
Bigram;chiqarib yubordim;1
Bigram;yubordim mujgon;1
Bigram;mujgon sochlarimni;1
Bigram;sochlarimni silab;1
Bigram;silab sozlarimga;1
Bigram;sozlarimga jimgina;1
Bigram;jimgina quloq;1
Bigram;quloq solib;1
Bigram;solib otirardi;1
Bigram;otirardi sozimni;1
Bigram;sozimni bitirib;1
Bigram;bitirib dugonalarim;1
Bigram;dugonalarim haqida;1
Bigram;haqida yolgonyashiq;1
Bigram;yolgonyashiq narsalar;1
Bigram;narsalar aytganim;1
Bigram;aytganim aybligini;1
Bigram;aybligini boynimga;1
Bigram;boynimga olganimda;1
Bigram;olganimda u;1
Bigram;u nimalar;1
Bigram;nimalar dedi;1
Bigram;dedi deng;1
Bigram;deng bechora;1
Bigram;bechora faridaginam;1
Bigram;faridaginam komron;1
Bigram;komron chindan;1
Bigram;ham jigaringdan;1
Bigram;jigaringdan urib;1
Bigram;urib qolibdi;1
Bigram;qolibdi jinim;1
Bigram;jinim qozgadiyu;1
Bigram;qozgadiyu birdan;1
Bigram;birdan ozimni;1
Bigram;ozimni mujgonning;1
Bigram;mujgonning ustiga;1
Bigram;ustiga tashladim;1
Bigram;tashladim uni;1
Bigram;uni qurib;1
Bigram;qurib qolgan;1
Bigram;qolgan otlar;1
Bigram;otlar ichida;1
Bigram;ichida yumalatib;1
Bigram;yumalatib tortqilay;1
Bigram;tortqilay boshladim;1
Bigram;boshladim nima;1
Bigram;deding opa;1
Bigram;opa nima;1
Bigram;deding men;1
Bigram;men unaqa;1
Bigram;unaqa sariq;1
Bigram;sariq chayonni;1
Bigram;chayonni mujgon;1
Bigram;mujgon olibtirilib;1
Bigram;olibtirilib ozini;1
Bigram;ozini qutqazishga;1
Bigram;qutqazishga tirishar;1
Bigram;tirishar tipirchilardi;1
Bigram;tipirchilardi qoyvor;1
Bigram;qoyvor qoyvor;1
Bigram;qoyvor deyman;1
Bigram;deyman senga;1
Bigram;senga ustboshimni;1
Bigram;ustboshimni yirtasan;1
Bigram;yirtasan odamlar;1
Bigram;odamlar korsa;1
Bigram;korsa sharmanda;1
Bigram;sharmanda bolamiz;1
Bigram;bolamiz xudo;1
Bigram;xudo xayringni;1
Bigram;bersin bunday;1
Bigram;deb yolvorardi;1
Bigram;yolvorardi sozingni;1
Bigram;sozingni qaytarib;1
Bigram;qaytarib ol;1
Bigram;ol xop;1
Bigram;xop qaytarib;1
Bigram;qaytarib oldim;1
Bigram;oldim nima;1
Bigram;nima desang;1
Bigram;desang qilaman;1
Bigram;qilaman lekin;1
Bigram;meni qoyib;1
Bigram;qoyib yubor;1
Bigram;yubor ammo;1
Bigram;ammo yuzxotir;1
Bigram;emas meni;1
Bigram;meni aldash;1
Bigram;chindan juda;1
Bigram;soz yuzxotir;1
Bigram;emas seni;1
Bigram;seni aldash;1
Bigram;chindan mujgon;1
Bigram;mujgon ornidan;1
Bigram;ornidan turib;1
Bigram;turib ustboshini;1
Bigram;ustboshini qoqa;1
Bigram;qoqa boshladi;1
Bigram;boshladi farida;1
Bigram;farida chindan;1
Bigram;ham jinni;1
Bigram;jinni bolibsan;1
Bigram;bolibsan dedi;1
Bigram;dedi kulib;1
Bigram;kulib men;1
Bigram;men ornimdan;1
Bigram;ornimdan turmagan;1
Bigram;turmagan edim;1
Bigram;edim titrab;1
Bigram;titrab turib;1
Bigram;turib xudodan;1
Bigram;xudodan qorqmay;1
Bigram;qorqmay menga;1
Bigram;menga qanday;1
Bigram;qanday tuhmat;1
Bigram;tuhmat qildinga;1
Bigram;qildinga opa;1
Bigram;opa men;1
Bigram;hali yoshman;1
Bigram;yoshman dedim;1
Bigram;dedim ana;1
Bigram;keyin ozimni;1
Bigram;ozimni toxtatolmay;1
Bigram;toxtatolmay yiglab;1
Bigram;yiglab yubordim;1
Bigram;yubordim osha;1
Bigram;kuni kechasi;1
Bigram;kechasi juda;1
Bigram;yomon bezovta;1
Bigram;bezovta bolib;1
Bigram;bolib chiqdim;1
Bigram;chiqdim negadir;1
Bigram;negadir uyqum;1
Bigram;uyqum kelmas;1
Bigram;kelmas alahlar;1
Bigram;alahlar torga;1
Bigram;torga ilingan;1
Bigram;ilingan kattakon;1
Bigram;kattakon baliq;1
Bigram;baliq singari;1
Bigram;singari u;1
Bigram;u yoqdanbu;1
Bigram;yoqdanbu yoqqa;1
Bigram;yoqqa ozimni;1
Bigram;ozimni otar;1
Bigram;otar tolganar;1
Bigram;tolganar edim;1
Bigram;edim xayriyatki;1
Bigram;xayriyatki kechalar;1
Bigram;kechalar qisqa;1
Bigram;qisqa edi;1
Bigram;tong yorishguncha;1
Bigram;yorishguncha mujgon;1
Bigram;mujgon yonimdan;1
Bigram;yonimdan jilmadi;1
Bigram;jilmadi ichimda;1
Bigram;ichimda bir;1
Bigram;narsa ozgarganday;1
Bigram;ozgarganday ozimdanozim;1
Bigram;ozimdanozim dahshatli;1
Bigram;dahshatli bir;1
Bigram;bir qorquv;1
Bigram;qorquv nafrat;1
Bigram;nafrat his;1
Bigram;his etardim;1
Bigram;etardim dambadam;1
Bigram;dambadam yosh;1
Bigram;yosh boladay;1
Bigram;boladay mujgonning;1
Bigram;mujgonning boyniga;1
Bigram;boyniga tashlanar;1
Bigram;tashlanar nega;1
Bigram;bunday deding;1
Bigram;deding opajon;1
Bigram;opajon deb;1
Bigram;deb hongrar;1
Bigram;hongrar edim;1
Bigram;ham battarroq;1
Bigram;battarroq hujumga;1
Bigram;hujumga uchrashdan;1
Bigram;uchrashdan qorqqani;1
Bigram;qorqqani uchun;1
Bigram;uchun na;1
Bigram;na ha;1
Bigram;ha na;1
Bigram;na yoq;1
Bigram;yoq deyar;1
Bigram;deyar indamay;1
Bigram;indamay sochlarimni;1
Bigram;silar boshimni;1
Bigram;boshimni bagriga;1
Bigram;bosib meni;1
Bigram;meni yupatishga;1
Bigram;yupatishga tirishar;1
Bigram;tirishar edi;1
Bigram;yorishar payt;1
Bigram;payt uning;1
Bigram;uning ham;1
Bigram;ham asab;1
Bigram;asab tori;1
Bigram;tori uzildi;1
Bigram;uzildi jahli;1
Bigram;jahli chiqib;1
Bigram;chiqib meni;1
Bigram;meni koyib;1
Bigram;koyib berdi;1
Bigram;berdi jinni;1
Bigram;jinni yaxshi;1
Bigram;korish aybmi;1
Bigram;aybmi qiyomat;1
Bigram;qiyomat qopgani;1
Bigram;qopgani yoqku;1
Bigram;yoqku juda;1
Bigram;juda bolmasa;1
Bigram;bolmasa uylanarsizlar;1
Bigram;uylanarsizlar shu;1
Bigram;bilan olam;1
Bigram;olam guliston;1
Bigram;guliston uxla;1
Bigram;uxla bezor;1
Bigram;bezor qilib;1
Bigram;qilib yubordingku;1
Bigram;yubordingku men;1
Bigram;bunaqa odobsizlikka;1
Bigram;odobsizlikka toqat;1
Bigram;toqat qilolmayman;1
Bigram;qilolmayman mujgon;1
Bigram;mujgon opamning;1
Bigram;opamning jahli;1
Bigram;jahli bu;1
Bigram;safar ham;1
Bigram;ham boynimni;1
Bigram;boynimni egib;1
Bigram;egib qoydi;1
Bigram;qoydi bundan;1
Bigram;bundan tashqari;1
Bigram;tashqari u;1
Bigram;bilan gap;1
Bigram;gap talashib;1
Bigram;talashib otirishga;1
Bigram;otirishga ozimda;1
Bigram;ozimda ham;1
Bigram;ham majol;1
Bigram;majol qolmagan;1
Bigram;edi musyo;1
Bigram;musyo segenning;1
Bigram;segenning butun;1
Bigram;butun kecha;1
Bigram;kecha bori;1
Bigram;bori bilan;1
Bigram;bilan olishib;1
Bigram;olishib saharga;1
Bigram;saharga yaqin;1
Bigram;yaqin ozidan;1
Bigram;ozidan ketib;1
Bigram;ketib qolgan;1
Bigram;qolgan echkisi;1
Bigram;echkisi singari;1
Bigram;singari holdan;1
Bigram;holdan ketgan;1
Bigram;ketgan edim;1
Bigram;edim kozim;1
Bigram;kozim ilingan;1
Bigram;ilingan paytda;1
Bigram;paytda mujgonning;1
Bigram;mujgonning yana;1
Bigram;yana shirin;1
Bigram;shirin til;1
Bigram;til bilan;1
Bigram;ham senga;1
Bigram;senga beparvo;1
Bigram;beparvo qaramas;1
Bigram;qaramas deganini;1
Bigram;deganini eshitgan;1
Bigram;eshitgan bolsam;1
Bigram;ham bunga;1
Bigram;bunga qarshi;1
Bigram;qarshi isyon;1
Bigram;isyon kotarishga;1
Bigram;kotarishga qurbim;1
Bigram;qurbim etmay;1
Bigram;etmay uxlab;1
Bigram;uxlab qoldim;1
Bigram;qoldim ertasiga;1
Bigram;ertasiga shu;1
Bigram;shu erlik;1
Bigram;erlik boylardan;1
Bigram;boylardan birining;1
Bigram;birining chorbogiga;1
Bigram;chorbogiga taklif;1
Bigram;taklif qilingan;1
Bigram;qilingan edik;1
Bigram;edik umrimda;1
Bigram;umrimda shu;1
Bigram;shu bugungiday;1
Bigram;bugungiday bahrim;1
Bigram;bahrim ochilgan;1
Bigram;ochilgan kun;1
Bigram;kun bolmagandir;1
Bigram;bolmagandir deyman;1
Bigram;deyman oysha;1
Bigram;mujgon chorbog;1
Bigram;chorbog hovuzi;1
Bigram;hovuzi boyida;1
Bigram;boyida kattalar;1
Bigram;kattalar bilan;1
Bigram;gaplashib otirganlarida;1
Bigram;otirganlarida bolalarni;1
Bigram;bolalarni yonimga;1
Bigram;yonimga oldimu;1
Bigram;oldimu tevarakda;1
Bigram;tevarakda otni;1
Bigram;otni otga;1
Bigram;otga suvni;1
Bigram;suvni suvga;1
Bigram;suvga otib;1
Bigram;otib topolon;1
Bigram;topolon qila;1
Bigram;boshladim hatto;1
Bigram;hatto bir;1
Bigram;bitta yaydoq;1
Bigram;yaydoq otga;1
Bigram;otga minmoqchi;1
Bigram;minmoqchi bolib;1
Bigram;bolib jonimni;1
Bigram;jonimni xatarga;1
Bigram;xatarga ham;1
Bigram;ham qoydim;1
Bigram;qoydim xolam;1
Bigram;xolam bilan;1
Bigram;korib qolishib;1
Bigram;qolishib qolbosh;1
Bigram;qolbosh ishoralari;1
Bigram;ishoralari bilan;1
Bigram;bilan imo;1
Bigram;imo qilishardi;1
Bigram;qilishardi ularning;1
Bigram;ularning nima;1
Bigram;demoqchi ekanliklarini;1
Bigram;ekanliklarini juda;1
Bigram;juda yaxshi;1
Bigram;yaxshi bilsam;1
Bigram;bilsam ham;1
Bigram;ham anqovsirab;1
Bigram;anqovsirab ozimni;1
Bigram;ozimni kormaganga;1
Bigram;kormaganga solar;1
Bigram;solar daraxtlar;1
Bigram;daraxtlar ichiga;1
Bigram;kirib kozdan;1
Bigram;edim ha;1
Bigram;ha yoshi;1
Bigram;yoshi on;1
Bigram;on beshga;1
Bigram;beshga etib;1
Bigram;etib ularning;1
Bigram;ularning nozik;1
Bigram;nozik iborasi;1
Bigram;iborasi bilan;1
Bigram;bilan aytganda;1
Bigram;aytganda boyi;1
Bigram;boyi chozilib;1
Bigram;chozilib qolgan;1
Bigram;qolgan qizning;1
Bigram;qizning xizmatkorlar;1
Bigram;xizmatkorlar orasida;1
Bigram;orasida boshi;1
Bigram;boshi ochiq;1
Bigram;ochiq poychalari;1
Bigram;poychalari yalang;1
Bigram;yalang ustboshi;1
Bigram;ustboshi ochilib;1
Bigram;ochilib shoxlik;1
Bigram;shoxlik qilib;1
Bigram;qilib yurishi;1
Bigram;yurishi ayb;1
Bigram;ayb buni;1
Bigram;buni ozim;1
Bigram;ham tushunaman;1
Bigram;tushunaman lekin;1
Bigram;nachora ozimni;1
Bigram;ozimni gollikka;1
Bigram;gollikka solaman;1
Bigram;solaman bir;1
Bigram;mahal mujgonni;1
Bigram;mujgonni yolgiz;1
Bigram;yolgiz topib;1
Bigram;topib qolidan;1
Bigram;qolidan ushladimu;1
Bigram;ushladimu arman;1
Bigram;arman keliniga;1
Bigram;keliniga oxshagan;1
Bigram;bu xonimlarning;1
Bigram;xonimlarning nimasi;1
Bigram;nimasi yoqib;1
Bigram;yoqib qoldi;1
Bigram;qoldi senga;1
Bigram;senga undan;1
Bigram;undan kora;1
Bigram;kora men;1
Bigram;bilan yur;1
Bigram;yur dedim;1
Bigram;dedim kecha;1
Bigram;kecha saharga;1
Bigram;saharga dovur;1
Bigram;dovur holijonimni;1
Bigram;holijonimni qoydingmi;1
Bigram;qoydingmi dedi;1
Bigram;keyin ilova;1
Bigram;ilova qildi;1
Bigram;qildi sen;1
Bigram;sen rosti;1
Bigram;rosti galati;1
Bigram;galati mahluqsan;1
Bigram;mahluqsan jonivorga;1
Bigram;jonivorga oxshaysan;1
Bigram;oxshaysan farida;1
Bigram;farida kecha;1
Bigram;kecha kechqurun;1
Bigram;kechqurun qanday;1
Bigram;qanday ahvolda;1
Bigram;ahvolda eding;1
Bigram;eding ertalab;1
Bigram;ertalab ikki;1
Bigram;ikki soat;1
Bigram;soat uxlaruxlamas;1
Bigram;uxlaruxlamas darrov;1
Bigram;darrov turib;1
Bigram;turib ketding;1
Bigram;ketding ahvolingdan;1
Bigram;ahvolingdan hech;1
Bigram;hech charchagan;1
Bigram;charchagan kishiga;1
Bigram;kishiga oxshamaysan;1
Bigram;oxshamaysan ranging;1
Bigram;ranging noppanozanday;1
Bigram;noppanozanday kozlaring;1
Bigram;kozlaring porillaydi;1
Bigram;porillaydi qara;1
Bigram;qara meni;1
Bigram;meni ne;1
Bigram;ne ahvolga;1
Bigram;ahvolga solding;1
Bigram;solding chindan;1
Bigram;ham bechora;1
Bigram;mujgon achinarli;1
Bigram;achinarli ahvolda;1
Bigram;ahvolda edi;1
Bigram;edi kechasi;1
Bigram;kechasi uxlamagani;1
Bigram;uxlamagani uchun;1
Bigram;uchun yuzi;1
Bigram;yuzi kozlarining;1
Bigram;kozlarining oqi;1
Bigram;oqi ham;1
Bigram;ham bol;1
Bigram;bol mumi;1
Bigram;mumi singari;1
Bigram;singari sargayib;1
Bigram;sargayib ketgan;1
Bigram;ketgan edi;1
Bigram;edi otgan;1
Bigram;otgan ishga;1
Bigram;ishga salavot;1
Bigram;salavot dedimu;1
Bigram;dedimu yana;1
Bigram;yana yugurib;1
Bigram;yugurib ketib;1
Bigram;ketib qoldim;1
Bigram;qoldim oqshom;1
Bigram;oqshom payti;1
Bigram;payti aravamiz;1
Bigram;aravamiz kechikib;1
Bigram;kechikib qolgani;1
Bigram;qolgani uchun;1
Bigram;uchun yayov;1
Bigram;yayov kelayotibmiz;1
Bigram;kelayotibmiz albatta;1
Bigram;albatta bunisi;1
Bigram;bunisi yana;1
Bigram;yana yaxshi;1
Bigram;yaxshi u;1
Bigram;u yogini;1
Bigram;yogini surishtirilsa;1
Bigram;surishtirilsa chorbog;1
Bigram;chorbog uncha;1
Bigram;uzoq ham;1
Bigram;ham emas;1
Bigram;emas xolam;1
Bigram;xolam oz;1
Bigram;oz tengi;1
Bigram;tengi ikkita;1
Bigram;ikkita qoshnisi;1
Bigram;qoshnisi bilan;1
Bigram;bilan orqada;1
Bigram;orqada kelardi;1
Bigram;kelardi men;1
Bigram;bolsam bir;1
Bigram;oz chehrasi;1
Bigram;chehrasi ochila;1
Bigram;ochila boshlagan;1
Bigram;boshlagan mujgon;1
Bigram;bilan qol;1
Bigram;qol ushlashib;1
Bigram;ushlashib ancha;1
Bigram;ancha ilgarida;1
Bigram;ilgarida kelar;1
Bigram;kelar edim;1
Bigram;edim yolning;1
Bigram;yolning bir;1
Bigram;bir tomonida;1
Bigram;tomonida yiqiq;1
Bigram;yiqiq devorlar;1
Bigram;shoxlar bilan;1
Bigram;bilan tosilgan;1
Bigram;tosilgan boglar;1
Bigram;boglar narigi;1
Bigram;narigi tomonidan;1
Bigram;tomonidan esa;1
Bigram;esa poyonsiz;1
Bigram;poyonsiz umidsizlikka;1
Bigram;umidsizlikka oxshagan;1
Bigram;oxshagan elkansiz;1
Bigram;elkansiz tumansiz;1
Bigram;tumansiz dengiz;1
Bigram;dengiz boglarda;1
Bigram;boglarda barvaqt;1
Bigram;barvaqt kuz;1
Bigram;kuz boshlangan;1
Bigram;boshlangan devorlar;1
Bigram;shoxlar yonida;1
Bigram;yonida govlab;1
Bigram;govlab yotgan;1
Bigram;yotgan kokatlar;1
Bigram;kokatlar qurigan;1
Bigram;qurigan hammasini;1
Bigram;hammasini changtozon;1
Bigram;changtozon bosgan;1
Bigram;bosgan birbiridan;1
Bigram;birbiridan uncha;1
Bigram;uzoq ekilmagan;1
Bigram;ekilmagan nihollarning;1
Bigram;nihollarning titrab;1
Bigram;titrab turgan;1
Bigram;turgan olaquroq;1
Bigram;olaquroq soyalari;1
Bigram;soyalari chang;1
Bigram;chang yolga;1
Bigram;yolga xazon;1
Bigram;xazon aralash;1
Bigram;aralash tushib;1
Bigram;tushib turardi;1
Bigram;turardi faqat;1
Bigram;faqat uzoqlarda;1
Bigram;uzoqlarda oz;1
Bigram;oz holiga;1
Bigram;holiga tashlab;1
Bigram;tashlab qoyilgan;1
Bigram;qoyilgan boglarning;1
Bigram;boglarning ichkarisida;1
Bigram;ichkarisida bir;1
Bigram;qancha qizil;1
Bigram;qizil donalar;1
Bigram;donalar sochilib;1
Bigram;sochilib yotibdi;1
Bigram;yotibdi bular;1
Bigram;bular pishgan;1
Bigram;pishgan maymunjonlar;1
Bigram;maymunjonlar bularni;1
Bigram;bularni parvardigor;1
Bigram;parvardigor choliqushlar;1
Bigram;choliqushlar chittaklar;1
Bigram;chittaklar esin;1
Bigram;esin deb;1
Bigram;deb yaratgan;1
Bigram;yaratgan shu;1
Bigram;shu sababdan;1
Bigram;sababdan umidsizlik;1
Bigram;umidsizlik dengizini;1
Bigram;dengizini bir;1
Bigram;bir yoqqa;1
Bigram;yoqqa qoyib;1
Bigram;qoyib mujgonning;1
Bigram;mujgonning qolidan;1
Bigram;qolidan ushladimda;1
Bigram;ushladimda maymunjonlar;1
Bigram;maymunjonlar tomon;1
Bigram;tomon sudray;1
Bigram;sudray boshladim;1
Bigram;boshladim orqadagilar;1
Bigram;orqadagilar toshbaqa;1
Bigram;toshbaqa qadami;1
Bigram;qadami bilan;1
Bigram;bilan bizdan;1
Bigram;bizdan otib;1
Bigram;otib quyi;1
Bigram;quyi chorbogning;1
Bigram;chorbogning etagiga;1
Bigram;etagiga etgularicha;1
Bigram;etgularicha biz;1
Bigram;ishimizni sakson;1
Bigram;sakson marta;1
Bigram;marta bitirib;1
Bigram;olamiz faqat;1
Bigram;faqat mujgon;1
Bigram;opa odamning;1
Bigram;odamning toqatini;1
Bigram;toqatini toq;1
Bigram;toq qilib;1
Bigram;qilib yuboradigan;1
Bigram;darajada imillaydi;1
Bigram;imillaydi dala;1
Bigram;dala ortasida;1
Bigram;ortasida yurib;1
Bigram;yurib borayotganda;1
Bigram;borayotganda tuflisining;1
Bigram;tuflisining poshnalari;1
Bigram;poshnalari bukiladi;1
Bigram;bukiladi orib;1
